hex_id,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.3861391, 'lng': 4.6362586}, 'viewport': {'northeast': {'lat': 52.38748088029151, 'lng': 4.637688130291503}, 'southwest': {'lat': 52.38478291970851, 'lng': 4.634990169708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,SLA,{'open_now': False},"[{'height': 433, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111567373123014642029"">SLA</a>'], 'photo_reference': 'AXQCQNQ2QcnGod0TwjTOUyIHiJfWx4Ox3MbmdblZcv9YYKSjdzis31-CBNT67F2KNDC0-fnF5SnYXgko1NlDaX3LZiL__Wxned7KCBIM2JUVgttezWMQDD0_Cce0BRN3XufbyE1NIq8LB3veiqoSX-Gcx5vbNajzcfIEil4O9sCs1ZpivuOIuX7dXARiMoLfykygKaNPk0W4fsoqLe8zlqFnY8R13F6_wu3HzaoYfjz5Ia3b-f6NFbaIkNcxrvVaA0D0xwyvtmYT5GA2a_y-iGgJ4P0FJTexrsREyQ-lh-J7U0hIy0p8S_JiHd9dXJf_h6NI2QLBPjyOHNQ', 'width': 650}]",ChIJxTAqoW3vxUcR_X5X3ZpFn-U,"{'compound_code': '9JPP+FG Haarlem, Netherlands', 'global_code': '9F469JPP+FG'}",4.3,ChIJxTAqoW3vxUcR_X5X3ZpFn-U,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",376.0,"Kruisweg 68B, Haarlem",,2.0
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.38425959999999, 'lng': 4.635214399999999}, 'viewport': {'northeast': {'lat': 52.38563963029149, 'lng': 4.636488930291501}, 'southwest': {'lat': 52.38294166970849, 'lng': 4.633790969708496}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurant Le Mortier,{'open_now': False},"[{'height': 2016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100834266938305258648"">Restaurant Le Mortier</a>'], 'photo_reference': 'AXQCQNSWc-Hdo6sQ-vYV3uSlyMdL9KGX4DpKX7P1ZZ3QHrHxrcxixePEJuo4H5m2orKSQV8WfIx__PktevFYXUpUoegWJQRayV8HwZMOTfFe8iQpnTLu_oMR4bqPyUIYtXErVHg-LisCUXtpROvBjbEVt5MuZIazsqjiHpOkR7Geth-NIyn4Ok_lwjymNqueCWNZaKjo5A6Z5qqek5eMkd8gv9wtiR8nqoXsImMcLHvY_UNuPKEvI8tG_lBKoCyRLa1NSF4Y4bvdXSXpxjQzWam89U8fqjhx5U2FYgXxcMvbPP-kZcpNuBxmWrTBtt6-Vk94BlIKtdH2Xfg', 'width': 1512}]",ChIJwyneVBPvxUcRVLviQUYFafw,"{'compound_code': '9JMP+P3 Haarlem, Netherlands', 'global_code': '9F469JMP+P3'}",4.7,ChIJwyneVBPvxUcRVLviQUYFafw,GOOGLE,"['liquor_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",164.0,"Nassaustraat 15zw, Haarlem",,2.0
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.38391799999999, 'lng': 4.635558899999999}, 'viewport': {'northeast': {'lat': 52.3852539302915, 'lng': 4.637012530291503}, 'southwest': {'lat': 52.3825559697085, 'lng': 4.634314569708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Crêpe Affaire,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116877419753421450050"">Ineke Leuveren</a>'], 'photo_reference': 'AXQCQNRy8gKtKbS_o5CjBnBgolhkd7_kE_t37Z75VZEhBQVPgs_7lbNgAetesweBa5GQSKbnqvhxYvyLGG6P2GjT58iHPUGdHFACcz91JPxkgOgg7hHoB3kHU6an4EXlpLdmzxhsaKzySwIaPerZ1suylMor3cn_Mmb9S0nj_g_-xvxbgqDyj31-1DU9u-M2eeB0kAtQBwBt4LsMKG9TrMpQ68kBXkQDtYEXKFAbNQB9ZxWy91p6NjYDL-brr0lcvVDfGcdwNKmgyecgF-jO_3R3ONhP0YHVyUfDQkJ-5SH6QxGXHWqVj6QfdEnUx7ydX7fCc3g5E6mEzVUeH-n1HKuh2Qj6cNkWKJH9qZaSbDX1hckaNFrPJRYGAZ1feTuBk14UxFcfO-5qXzzSHQo6-qFn9UQpXjQG6FSX7n6NctG7KBBpqh3qRmkXQMMkPQqI0k3doBy3tHdfbmKy18YFP4SX08oAtD8a_NhPjCzBVEy5k-XnqXMtIhP5ImG2Ql73lAmwafjOwimvyy8HmA31FFZazVPyLQIS-sEBUchLFrAl19zXoRS82Utg69iF6Tf_rA2NNe-PC80qPCUsa6z__EM0XGnawg35gZvee1al-mIuAHVRE27NPU8sajNVtcgaWvYNKh_x4_qC', 'width': 4032}]",ChIJETF-9WzvxUcRoUcMHb3YLLg,"{'compound_code': '9JMP+H6 Haarlem, Netherlands', 'global_code': '9F469JMP+H6'}",4.4,ChIJETF-9WzvxUcRoUcMHb3YLLg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1266.0,"Kruisstraat 22, Haarlem",,2.0
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.38286369999999, 'lng': 4.635101}, 'viewport': {'northeast': {'lat': 52.38425978029149, 'lng': 4.636439480291502}, 'southwest': {'lat': 52.38156181970849, 'lng': 4.633741519708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Subway,{'open_now': False},"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114204453582739082806"">Jarosław Sikora</a>'], 'photo_reference': 'AXQCQNQUk0cUF3FEJIcV3f0yoNNehCcx8YPM2vB_6v2SeDH2KhtqfwpKr6IwTm_CzpNqAVzxRp9XLmo5o82RaHTxVpjU2iawyUIf40rcIbbG0FIFBcV0kkBE-RvKKiJTuaOkJpxdlJAw8ER9vsaG97_lTapqwxa_MckSGQxTLBQ0KHghOIqKuxICSywnGNbv9YOSGfoo5yh6VDR-U-A_o4kzmJOiyV9AMQgEHE0f8lMGk8u1XRtZD3JrG-Mp9GD64-wTZyPt8_fXQZDNdg3lurEiNvvas24SyoEAQ8QrX06jUxFMqxVkqTZGYDSRWwDLqP1bc9aKifbsRjkkwGbm6pH6BNmIJjPLLIQqu0ePN_tbwxePHwmFR05Zg_oBMnDTGjq8bVYwHgmTLkfNCKdKn83mjpdq3L3sYQn6fE7KAPUYLGSog5E67ZWmrX2hcObZEZVuZfMCmLvoLfE9xKAlZWVBRuGYQMXh1ZKsnhTUUgF89HSJHEB7VQIn992FKmoxR9qpRpZsAnDzmrNhEmL-e46UGLTdKorKyw2eHtoRPmGM5j-3f_gID00TRXp-jy1J8O-0x-vtDZBUZRpkdftEFiWGbx4gus-HOmDMXmqbXzRLZF2IqKBcNPn-6DXessSpeEUj', 'width': 3840}]",ChIJsQFshGzvxUcRUkjfgDb0_hI,"{'compound_code': '9JMP+42 Haarlem, Netherlands', 'global_code': '9F469JMP+42'}",3.2,ChIJsQFshGzvxUcRUkjfgDb0_hI,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",423.0,"Krocht 12, Haarlem",,2.0
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.38572699999999, 'lng': 4.636500400000001}, 'viewport': {'northeast': {'lat': 52.38713613029149, 'lng': 4.637831430291503}, 'southwest': {'lat': 52.3844381697085, 'lng': 4.635133469708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Jetties,{'open_now': False},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109969936285779120984"">Jetties</a>'], 'photo_reference': 'AXQCQNTDF1VHPHdpdZrwHASnFm5hAuHdeGiafnTvl_drmvgvTfDvbAnOnCEWVioZX9Fa-iyB31rFdCRaQgizc5SdqLom5PpX1wkw3YJ-ixsTSUyY290t2EnAjzMZAdKPzeLxrzSR0llCvfQLZ4N5RB55crYkOi9QIqwBUxAz1Co5Jnx-rP0_722ELaDuHxzDEa47ZUR681S0lt0c9RpCZSwU0e11HBr3uTEj1MBi0JGMmDZ9pYL7jiNpLaicKVCtx5hDGflOntFKHxvdqsxumF3HjaP2B-J9Flw4pt4zR-TdaV-cRaluu_UbBL38OT_6I9ckFHxQyyWBI-c', 'width': 6240}]",ChIJw0YCpm3vxUcRcPaxlc2g8mM,"{'compound_code': '9JPP+7J Haarlem, Netherlands', 'global_code': '9F469JPP+7J'}",4.4,ChIJw0YCpm3vxUcRcPaxlc2g8mM,GOOGLE,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']",832.0,"Kruisweg 57, Haarlem",,2.0
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.38305709999999, 'lng': 4.6366194}, 'viewport': {'northeast': {'lat': 52.3843791802915, 'lng': 4.638012430291502}, 'southwest': {'lat': 52.3816812197085, 'lng': 4.635314469708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Eet-Biercafé Bruxelles,{'open_now': True},"[{'height': 316, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116646790884633748385"">Eet-Biercafé Bruxelles</a>'], 'photo_reference': 'AXQCQNSOEAv87myOyPNcuDQd8o1N4GslGewezvPI2PCjOx-fOTVr_99ZY3JjSOMEuC4-0taSqIHCGigCp1VUf2VjvcUBk23L_j3KrkQMrADhVg1B_xDK_OZWezYMw6PMIawSD_6K_PUUvgeUoBaGQqn3sBFe9wdYd4_P2KrUEaLR-nxCHWKAR-96Rx7PCiUd4Nmy13lxIv1kyefONsm2dpLLQChG7l3To0BiKs6kbNT1INdFS-BfmEevMV3-u5PRrzN7kEy9C7IVkXrGJCI0P6ozbiqv8KKZp01LxLm_pURhmSVbuThBFGlBJRsoFWozaVyvp8KiiJC58jc', 'width': 333}]",ChIJhYPHcWzvxUcRltdBa4l4GPA,"{'compound_code': '9JMP+6J Haarlem, Netherlands', 'global_code': '9F469JMP+6J'}",4.3,ChIJhYPHcWzvxUcRltdBa4l4GPA,GOOGLE,"['restaurant', 'liquor_store', 'bar', 'food', 'store', 'point_of_interest', 'establishment']",737.0,"Lange Wijngaardstraat 16, Haarlem",,1.0
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.3874968, 'lng': 4.6366682}, 'viewport': {'northeast': {'lat': 52.3888387302915, 'lng': 4.638085080291503}, 'southwest': {'lat': 52.3861407697085, 'lng': 4.635387119708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Het Wachtlokaal Haarlem,{'open_now': True},"[{'height': 2691, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108209472808879811187"">Het Wachtlokaal Haarlem</a>'], 'photo_reference': 'AXQCQNS4xMZANf_eB3w5Y-p8iRvSvt4jcEq8ojOOrUBnmiE9TN1x91S1GlOcQwW_tAJ3Bd_CBh_J8JT4yrVDHN6BR0ObsuEjzyohvxWBMdpAvLJOkY1-XodDPSXD6ux2wTIYf19QsMKIZWZFj-WEIGCY6i1xqIA3KUdNVE2va95sUGUYaFf96suZUSPd_VUopW9W61D7lseGPr3fv61QqhKt8rOAdPYmTkh0gLdFE0X4UhGru4n_5BAZf-i9jV9D9YEky3lBEM1VNQBKm6aebfgUKPdvNF1ppVdegorX7lm2ed1wAAHenwPuKdAHlkviOPxNBIaXXnNsTS0', 'width': 4000}]",ChIJI9BNgW3vxUcRxFOISRrnSjI,"{'compound_code': '9JPP+XM Haarlem, Netherlands', 'global_code': '9F469JPP+XM'}",4.2,ChIJI9BNgW3vxUcRxFOISRrnSjI,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",531.0,"Kruisweg 28, Haarlem",,2.0
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.38223929999999, 'lng': 4.6337451}, 'viewport': {'northeast': {'lat': 52.3835292802915, 'lng': 4.634956880291503}, 'southwest': {'lat': 52.3808313197085, 'lng': 4.632258919708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,by LIMA,{'open_now': False},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110935264246895319523"">by LIMA</a>'], 'photo_reference': 'AXQCQNQ_Z9vs8iVgdOs52YJNSwnLqBTvu-jrwIdNVrNW5SRTFFsTpgaltoZE0TkwyNDSYxKWUGKWits2-Rq5DyuR_CtnZob9C4PjAmUI9a3C4U8f13AKETRinrFMqru40yO_0ua5py0sn4js6WB4ZFooIL2o2N5a7lKaBoqM-CNhVWSDww4TPci1d3O3ZqlnVM-vg9rUtDQkBzc1peWeU3HPVIqt_VA3KUT_pJ1q9EL1XBsCiVGpyfmNls6ttgvYlcdUDmr_gazqF_u1ZzORI2wVJr4oFGiMJYxlvL9lc5oZpIMK6qLU2fzEZ26RVSGxHU6004IEoT0uzj4', 'width': 3264}]",ChIJk1gEXmvvxUcRwZmJAK8bS7k,"{'compound_code': '9JJM+VF Haarlem, Netherlands', 'global_code': '9F469JJM+VF'}",4.5,ChIJk1gEXmvvxUcRwZmJAK8bS7k,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1415.0,"Zijlstraat 65, Haarlem",,2.0
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.382755, 'lng': 4.6322186}, 'viewport': {'northeast': {'lat': 52.38410753029149, 'lng': 4.633548130291502}, 'southwest': {'lat': 52.3814095697085, 'lng': 4.630850169708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurant De Zeeuw,{'open_now': False},"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107947409497404260880"">Restaurant De Zeeuw</a>'], 'photo_reference': 'AXQCQNS5SQRWkO9s8Qk4Tt04AMgRpjeoXNG4qqKxAgHX6UZThXDyP1kL0SSLWLoHD0AztAsLJQggxJbhHIOo1VwI7J42c24VarkG3h2YtefE07_Xvi4r5lAuA7UZRRAT9dyUW-iNUVsN7bMy8FJ5Zy0N62wj8hdFgap-H0mosJGpI0lY0TgMfDEmGz5IAPVd9lo-YuViBJ-cJc2isB7XrH8AIxMVrDgeQZfNTSoMG90w5vdV6FHdUbzqjqghxLqtyxq8-pZwI9JAJq2bXnV1gojEk5rEhMnlMliXcsvH8pQRGkvm2CUGF9xOby0gwU1h2QfmE8pIWm_74Zg', 'width': 1365}]",ChIJ45sR8WzvxUcRJccyfqBSYl8,"{'compound_code': '9JMJ+4V Haarlem, Netherlands', 'global_code': '9F469JMJ+4V'}",4.7,ChIJ45sR8WzvxUcRJccyfqBSYl8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",352.0,"Nassaulaan 1, Haarlem",,
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.3835104, 'lng': 4.642735399999999}, 'viewport': {'northeast': {'lat': 52.3849629302915, 'lng': 4.643557430291502}, 'southwest': {'lat': 52.3822649697085, 'lng': 4.640859469708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurant Zuidam,{'open_now': True},"[{'height': 4063, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108399002248797892815"">Restaurant Zuidam</a>'], 'photo_reference': 'AXQCQNT3RM-TAn5Cz5VNbVzcu7ybuR5gyGqtEYtG2RCLat6Wg73Bws92CzdPL8bGQA4DyyTVscW65I5B06IFqqOoWcKivJtLtnSkzhrGAxMdB_VoBmdFofYr-x1wJcCsWh6OX8wu2Jt3JVAjvV3DsW42OllAijnS9WEa80ftV1wuHxO8xmbud66FAytznAv5eUC4sfvEKCVmpYos0puylA1nCsaWa0hFo4ZZIpY9PK772PV019Zvj8F-m_G0RsXxucAp9TPBjs50o90LVbj1vP4AhJYQzcpJx2nAmKfNp6Sf7e4cehkheGwfElReq9RXaliiWOYYJUbkvcs', 'width': 6094}]",ChIJ6yetGG_vxUcRkB44k-HAIIY,"{'compound_code': '9JMV+C3 Haarlem, Netherlands', 'global_code': '9F469JMV+C3'}",4.4,ChIJ6yetGG_vxUcRkB44k-HAIIY,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1220.0,"Scheepmakersdijk 2A, Haarlem",,2.0
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.3865935, 'lng': 4.636427899999999}, 'viewport': {'northeast': {'lat': 52.3879379302915, 'lng': 4.637827980291502}, 'southwest': {'lat': 52.3852399697085, 'lng': 4.635130019708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Shoarma Holyland,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111280214796945896830"">Bradley Garness</a>'], 'photo_reference': 'AXQCQNSHYSKIlkvd1inx-67ydTZ_ZZ-iomkgejQNF2z0gt3ezQeFl9dMdk0h6-4UsKaS215NAta06k2aghTLKAuOr0dzo_ZwxyV2G7H6jn5UYNoH2V0Hf_OC6gjauVjBlAlO_ZaMMnnLmeDFvyFv9wdgX_XBeFBI1t5ba9EiML92p2DCYlXFnRzvmlvGAfd4I3ZODMEXAQF4qquXSZYEqr88wD7u-F5naCc3Mq7RJleSWljb-14ZEfOzh91HzveAnFhZVkpcTNFHajR4Fa22FVBEf0bKjJrwYTE83eHSDNCNELHYzljhkV0YUiNLcXh2uE9njajodGnutJVRP-PqTD7VirQudTBGSO5sJj-Q1hWJUJ9xEarI9t2s8dmOnUEfGbjKmtf108pE7MzooMDNhmTIbNUCkgVa2ZcpiA2g_e09sY7A9cL79ZL8rtowKSMoaFhj9vLanlKcAgr-4jeFJQxSnkhRwcLwfTYqj_idSLPfeXX3J5WiUuk68b71BAPUhut1VqkrmIvJ97X4dz32nPwmBV6F_7gXDIRBlgMtxVQgWvPRDtaWiUvWtSR2-9VRkJOITH-uf5kmBh1B0cjv_csODGF4dCXsf7qU4GuuWXc4mQcpzAeHCvQZAgJtQjej-UHsEjyWdtTI', 'width': 4000}]",ChIJfXsdn23vxUcRqKhvnypXVDA,"{'compound_code': '9JPP+JH Haarlem, Netherlands', 'global_code': '9F469JPP+JH'}",4.6,ChIJfXsdn23vxUcRqKhvnypXVDA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",485.0,"Kruisweg 56, Haarlem",,2.0
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.3840128, 'lng': 4.635667499999999}, 'viewport': {'northeast': {'lat': 52.3853630802915, 'lng': 4.637090130291503}, 'southwest': {'lat': 52.38266511970851, 'lng': 4.634392169708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Chef's Burger 1,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105120029600420397990"">Hermes van Amstel</a>'], 'photo_reference': 'AXQCQNTNqQRPKqOxpEigeT5NMZwdpv78mfY1519xbYyMfwSq9iiUqT2ZlgvVHV9cGCCoRPV_mpyDAAhvCVSFZ-hs8YQGgXCSilvJO521YD5BfCC8VLQuYP63uQedHGpguTioHKH5r1O__Nx41MB1E-SPnoC9f36sOmK9HaE7II597xc9LGxs55cAQlia4e8pu_-PIEmDL7WZr2eKoEwA8fPsaRXDP6ivEnWALHqifo58yzWio_JT5d5YBUPC5mIrqp-hJRq03dZmOuFs8KKZ1HCq1DiCy5Oubh3AhDuaxI4nL_JuNLn2OwoYrcqF1YZild6Vz3TB9jO3QxQ5vYtpRJWDfSVCs6gRn1E7OTmfJhgZAZ14LdrcPDGKDgTfG8S6kKH3VN0dpgjFp8T7QJmKVIHIl6oK0MnDMcAFEMY4nmxCxOcPMNfzNBWOZslQkGq9KXreb6wgXGpSEuyWdfakTTbUp1x3d1_ueUlKuo07xDOgPGOxbzVKn3aflbq1cPC3kqHSI8t8NDE4PvnJDnCFQ3f0CGUSAONGC3DxpeA16K3X7kvVlaZHi5Boz-ZnrLTkLGsAALoGcnmnFqKWzqPndXL2uzTSvleti5Ak3MRPyoh8g20GsqNeKdsbpSmuYG4', 'width': 4032}]",ChIJaaOI9WzvxUcRGc59uvuWccs,"{'compound_code': '9JMP+J7 Haarlem, Netherlands', 'global_code': '9F469JMP+J7'}",4.0,ChIJaaOI9WzvxUcRGc59uvuWccs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",348.0,"Kruisstraat 18, Haarlem",,
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.3865183, 'lng': 4.636702499999999}, 'viewport': {'northeast': {'lat': 52.3878609302915, 'lng': 4.637956930291502}, 'southwest': {'lat': 52.3851629697085, 'lng': 4.635258969708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Friet Station,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114035148462238109516"">CUTSHIELD</a>'], 'photo_reference': 'AXQCQNT51Xk-N_r2YTjGx2ilB9qiHp_cqlft40gLE4AVgeXwA1kkT9t5cquQyZIMvmlqp59sNMLQpnuNXFzpOo_Ik0qA65gVKZZvTiqdkSnYkpFVbQplBGUrugEQKhAApuc5zCfUtF-Eig0Spq_93OEZd-Dq7jXNagTDaWmOn7Jp_GwscLxMYNCo82MOF55RvTip4uDPnNMxkeB7Kv-20ppBnHn36_MfBXtsAGfk8Uvy0e6XrVRe9rzU9Zy-D0pFFfUU7PYDXMZpzfc8EjuWFyfnR7atoBIjRk2DRBhdZUd3y7zEoYj1__KU-BFKrNnyse30s9fhJ0S--_0AIv4zUOGbUuRcvkJJI7PvxLPcaSl-iCpHowwVZSArSjxaJ2rSK31Afia1GKtJq94FTDif0x8G2cEcBb9hExGX3SUb4iMDd8FiG2vlscGX7nMnIbXOi0vLsIV-hVQ4lVoZUPQb6UDtcvRRXVAQXTNb-WZAP0BlfHzyLEJHE6XmuaYGbdWFBcyXqgIOE3DFMAQnCc880YB0zhl2DH534dtfmsVGARmtuvcjXxJHYaCzFERetsY5psq1N9JN2fiV2WsyQOvROr9ebNDaqpwCD8BuaTrKjx0TR0CdUPDM4M8GO-tb9I_HVC2FWXn6eg', 'width': 3024}]",ChIJtZYLfGTvxUcRkTWQLFoPtSw,"{'compound_code': '9JPP+JM Haarlem, Netherlands', 'global_code': '9F469JPP+JM'}",4.7,ChIJtZYLfGTvxUcRkTWQLFoPtSw,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",80.0,"Kruisweg 43, Haarlem",,
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.3862007, 'lng': 4.6366399}, 'viewport': {'northeast': {'lat': 52.38755353029149, 'lng': 4.637888930291502}, 'southwest': {'lat': 52.3848555697085, 'lng': 4.635190969708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Shree Indian Vegetarian Restaurant,{'open_now': True},"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110569128279818209752"">Nishant K. Singh</a>'], 'photo_reference': 'AXQCQNRvnb4xxPTCxe66LyZaUq7RM1tUwMV1M46ZumKMVLFT4OVvhXas30cN-wz8D5mx8Z67cJ9kC81mCet19JiHzDtXiXl5AQOwu-g2YaRdZdtgibFIku4gDq4QHqKlzeXOIXD6tw893bFrztanBb4HJDlZnbkuHmw-AI6kHaT5pbSLfGvXC5ZCDONl2VfyX69BOnN-P2z0xnDHkrBXotVQBT3s_MnEK7ltNgSZutG1gkzx4QzU_ccn-NX05yu_5ZlBtKuKwynDBhlmX2dDerukNA0aycPsLhYpeIyIbgMtmP8JHRxFfVQhbYMQR4jPUJr53zBeSk_-TkSgn_q2DVEcDP2piAeV0x_qP4GlyvQN1WxcgX5r4qaZ9ON0nWrF0xAwz4MYtq9hzYoiYN-9rybXyyI-9iR5e7fWVvZDhFS7F-hY36JgpYDuBMi6NyMopxVdz1c49k2AzeX5e-F2gDSbiPeAGy4ZAkIfDxfLYtJmTo7Pkq_ao8GgUPe0Ecp9eYtWmu6xq1J-RNZTCFrk38IXgKJhkxlE7dg9lSohLC9Pas36yg6P1km8Cfw1VGwcGVqiZijPM1zub4xaNeLwwXJGHp1fXr9gdCpuLz8LVjjjXw5LFkJsNChf45LRmsAxtNdR1eh1lQY-', 'width': 3072}]",ChIJNcuYwmjvxUcRTD2SSC1LcGc,"{'compound_code': '9JPP+FM Haarlem, Netherlands', 'global_code': '9F469JPP+FM'}",4.7,ChIJNcuYwmjvxUcRTD2SSC1LcGc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",163.0,"Kruisweg 53, Haarlem",,
8819682533fffff,OPERATIONAL,"{'location': {'lat': 52.3868068, 'lng': 4.6364609}, 'viewport': {'northeast': {'lat': 52.3881643302915, 'lng': 4.637877430291502}, 'southwest': {'lat': 52.3854663697085, 'lng': 4.635179469708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Chidóz,{'open_now': True},"[{'height': 1065, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118257380092012025817"">Chidóz</a>'], 'photo_reference': 'AXQCQNS72lXMvA4Fa0XXLskcihixycs-tOEwWYDAlUhPBHDA25AApr-BbVDcF3CE2fmzawkkiu_7CssloT0dCSWX-Y0vHtZ1JxkLgsR8HYZZ9DqjvH7waooGDlQ3w7FRp6CgTZuHTE5OjZosYt2bJh1R2VKCUqFH3uk3UtciTWC-ijocRxsapZHEzXvKvpLwzVbU_Uvr56QyRD2FrSvfzSqljvreWwXNJ_5BCDaAYCZXFdEhUN0xSlHKwg6DJh3cSVwoy-IFrm6jpo6ik_-ZwRe2lzHe_ZkFpkn8D0LWe7nbFZr8Q1u1dsIv2l81xgxdttXiiZ85mFOHvgo', 'width': 1600}]",ChIJMzFkjPzvxUcRvtR3bM15tkg,"{'compound_code': '9JPP+PH Haarlem, Netherlands', 'global_code': '9F469JPP+PH'}",4.3,ChIJMzFkjPzvxUcRvtR3bM15tkg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",341.0,"Kruisweg 50, Haarlem",,
