geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,scope,types,vicinity,business_status,opening_hours,plus_code,price_level,rating,user_ratings_total,hex_id
"{'location': {'lat': 52.38060309999999, 'lng': 4.6526585}, 'viewport': {'northeast': {'lat': 52.3819800302915, 'lng': 4.653794130291502}, 'southwest': {'lat': 52.37928206970851, 'lng': 4.651096169708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Hiddo Uhlenbeck Golf Professional,,ChIJ8wBNPn3Hx0cREkxE5tuTypc,ChIJ8wBNPn3Hx0cREkxE5tuTypc,GOOGLE,"['health', 'point_of_interest', 'establishment']","Teding van Berkhoutstraat 15, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9MJ3+63 Haarlem, Netherlands', 'global_code': '9F469MJ3+63'}",,5.0,2.0,88196825e1fffff
"{'location': {'lat': 52.3810952, 'lng': 4.6541281}, 'viewport': {'northeast': {'lat': 52.3824591802915, 'lng': 4.655415830291503}, 'southwest': {'lat': 52.3797612197085, 'lng': 4.652717869708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sporthopedie,,ChIJTyPcZWHvxUcRyk2O-F_H7_s,ChIJTyPcZWHvxUcRyk2O-F_H7_s,GOOGLE,"['point_of_interest', 'establishment']","Amsterdamsevaart 128ZW, Haarlem",OPERATIONAL,,"{'compound_code': '9MJ3+CM Haarlem, Netherlands', 'global_code': '9F469MJ3+CM'}",,,,88196825e1fffff
"{'location': {'lat': 52.37655350000001, 'lng': 4.656205700000001}, 'viewport': {'northeast': {'lat': 52.37797743029151, 'lng': 4.657589130291503}, 'southwest': {'lat': 52.37527946970851, 'lng': 4.654891169708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Stucadoorsbedrijf M C Beneker,"[{'height': 400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106059059521666765712"">Stucadoorsbedrijf M C Beneker</a>'], 'photo_reference': 'AXQCQNQHBdq2ysWx6BhXKAmvFLsgvwP1J_RCSUizyjdSRGMhhwfZz3laCBwd2uCsP0VFN917fLg7XTdr2mbupYRR1LIxhz95D1VD3l6JPHe9DDbMreqwdspATvcabxuYnTYrMCT-OXBPLqmnnWCf55pwUCiEifZ92GFJ1SozDIY8b8iy2S_sM9_CGRGbSTQ4JatEjUPXova7b3OFCaHo5Ly6v8imI2Uu1wzG_OTaqyg1DDWMTZGyhrkH-fgTo1-AzOy8r9DDNNUe9hpGq0LE_kUUO5UdxASpxRXSmpRkjCTdEQgy8x-nHAlxwgbrfLYKDG8sKYG8LNCd', 'width': 970}]",ChIJU1J1C2DvxUcRFhOv-oxKimo,ChIJU1J1C2DvxUcRFhOv-oxKimo,GOOGLE,"['general_contractor', 'point_of_interest', 'establishment']","Ten Katestraat 38, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9MG4+JF Haarlem, Netherlands', 'global_code': '9F469MG4+JF'}",,5.0,4.0,88196825e1fffff
"{'location': {'lat': 52.3793619, 'lng': 4.6478302}, 'viewport': {'northeast': {'lat': 52.38073023029149, 'lng': 4.649104880291503}, 'southwest': {'lat': 52.3780322697085, 'lng': 4.646406919708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DA Drogisterij & Parfumerie van den Brand,"[{'height': 1794, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104610170158827874093"">John V.</a>'], 'photo_reference': 'AXQCQNRKFFKSDAeY-aIQb_UBCXCpZC39ni_1zK23kKGuCVVR40aNOwEv_OYchFf9AbGhkbdIRCcni1yn1Nrz6oF0aBP7IrFXtLYxhDm9imvS1iS7iXRDYpvty5hObR0GbUnyix6XJ1HxgO0HCGzBG9j9-fy3suX9Ecc-dFOCWYjYGzfRE2MNJQ23zaPwGcmafzKZCxjiEpHQuhSxZfCItbnC_6lMMlQExOr6erHpUtJP17dJN2s0DDiIXoXMgRXo9qj1QzHvWU7oFzdAb_1qcw1nBrB3w2mthXXG_2RY6grSmHf4Cp2GIjr7k0R2EamGhFhuGXc9klH5XbjC7uR06TayrXEJhsKHuIay4LFAxeTA2K0EGkc4MDPdg7JfVoc2NpGUFl8udfwlGFCxZspn7buH7Zim9nlVs6lLNxOnURHblDKIhPKJuf-BKZmuqH8DKmOBx4PAZzLMqDgkE2baPWjRdbCBwZnJcGI9dBXMfts1d2IsUZPwbVAkeA5q43VXhyPwwsItPCkx7srnN08MQykbhqJl0cimhJIObxPCx1X0qpSRSatXaFYSV9-6B2T-RlHvjkIRLiGOhx9_3TGr9nJfeDNvLh0fou8EiBYkUyCQ6pWMKfm6wmncVt1GITsY2P_66iZJiy0R', 'width': 3311}]",ChIJg_lmU2bvxUcRWW2tJgfJqxI,ChIJg_lmU2bvxUcRWW2tJgfJqxI,GOOGLE,"['drugstore', 'pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","Amsterdamstraat 25, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JHX+P4 Haarlem, Netherlands', 'global_code': '9F469JHX+P4'}",,4.0,46.0,88196825e1fffff
"{'location': {'lat': 52.3784411, 'lng': 4.6481908}, 'viewport': {'northeast': {'lat': 52.3798078802915, 'lng': 4.649605880291503}, 'southwest': {'lat': 52.3771099197085, 'lng': 4.646907919708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Semin Hairstylist,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105707193521732039227"">Semin Hairstylist</a>'], 'photo_reference': 'AXQCQNT-j_4AGPgMBYzv0LE6Kedj2AL9FVFkxi_-U_W7Y0iXhOelDKLqWdmZUS1LNfKQIxXE17iYJ9aoFr_qpE0XWDHrCADi7CYFP7Df80qvOBZXBPdoHC2VWc5h4h8KO1GlMS30hdiK11_4bcZ5O7qZYdhdONP4tnM3WtS4FYaxUczdXgeo4dvniO3xgHbpJWsNV5ZHXVK3MJAs5Ua3-d0dpVrsmxrfLcF8AexTLd4ibxstU7qnnSayp6Ruyjh6EqrR9MBd_B47Nbdis-CAXc_C6GlyVDGGLDPproFcKE-DgKsq-zLBxoYirE0nUFQ2jGrKpDck5pqYgH0', 'width': 1078}]",ChIJNaZWCGfvxUcR6sycCJttfGY,ChIJNaZWCGfvxUcR6sycCJttfGY,GOOGLE,"['hair_care', 'point_of_interest', 'establishment']","Amsterdamstraat 58, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JHX+97 Haarlem, Netherlands', 'global_code': '9F469JHX+97'}",,4.7,96.0,88196825e1fffff
"{'location': {'lat': 52.3788385, 'lng': 4.6482}, 'viewport': {'northeast': {'lat': 52.3801671302915, 'lng': 4.649539530291502}, 'southwest': {'lat': 52.3774691697085, 'lng': 4.646841569708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Mobile Service Point,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106978760480182321920"">Ilona Mesu</a>'], 'photo_reference': 'AXQCQNTne-n6-1BXLO2oanH83eLXnbRR0MiPoyMrx_IHkoBAkIl-NnBztHnxv_FkzHVhfK46jB6AohRPllKBosi_KMQ-O-Uk08FpeCQ_8OxuwbWSUKC1jnUJOeVm_ZQxVJmoiY3Ax4mdy7eNNFgWdtZzTA2_i2qRGEKNX58MnwgHJI0ezvOMmtDil4oz59tKiHhYZmiK8SnaxlI_woZfutdEYxYvIAMCjcg9EmHxpWu61XQWFPT-SBfzUS2v6AiGPw4_EAPwROcuCtmTGH_fpwsnHfnPvMC72aw9UI3-Cnbf7SQz390TsRHw3Df8XB5y47HNDDVl5TP1k5UJB5hG7vt5rVPBrHgD4MbtLh-uvs5_i2dn4jLgt5TaOzl4TP5Ix2HKPiimRqcEQ-yw_MEqpshUxRF-LJfcqoAfiU0KODNwQ9NEybvRPIA1v1UbE4VI5uS4q36bqk7ZJQQx2O6a5cC3L6eLla66s4JSyelFeBY1hnyk6bxk5mF--kDSBkq3qjZGlCO-_VuQhPfUVK0yAd__WP45pH-43i62ftueTmv5MkLfdGQpoZFmNDTPjEBwDagneafZfwjV9ddzpf-PZ6Sj56THPOeoQPBBjNRw3_9HANWPp_B5lB1a6ux_6-DYNdwp', 'width': 2048}]",ChIJuVxwB2fvxUcRlUewPOdPO3w,ChIJuVxwB2fvxUcRlUewPOdPO3w,GOOGLE,"['electronics_store', 'store', 'point_of_interest', 'establishment']","Amsterdamstraat 47, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JHX+G7 Haarlem, Netherlands', 'global_code': '9F469JHX+G7'}",,4.1,82.0,88196825e1fffff
"{'location': {'lat': 52.3789126, 'lng': 4.6482469}, 'viewport': {'northeast': {'lat': 52.3802369302915, 'lng': 4.649495180291502}, 'southwest': {'lat': 52.3775389697085, 'lng': 4.646797219708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Butterfly Fashion,"[{'height': 1710, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104610170158827874093"">John V.</a>'], 'photo_reference': 'AXQCQNTv4l7aQ3GXNhfo3F-T2WXCGx66SyzOmiIIGf3csJDNfFinMUEgy4Yy-OiF1DoDDO6GUN_GXs_qRb0UXI8Ykp_6tiZtd7pleQ2pCm-28VhEysYZ0s8Pb728HSXUfiV6hvmDBhOTs3l1Fpg1cBtfI_DZrMegES60lftC1Wmb7gUeWog6Zn2oohQnoW7GLxRrLu4IcddvEVZxXQEnjcgi3bEeh70b0_d_P-Ve84VO1YxKV-7cf4oOtUPQgowrclTua4wQ7YAVRNOJFaIESvPStAEJYHuSoN6WV1nJeuQVVler0j2_aKaMUPkALZLGBmM3RzO1ccxB4-D9b_rnt1tyNCEva51V3QttvLBMOz9EHXlAA_a4tvBd6d7LN_mngOWmSn7YDLv_ArDfCigzsHjDHDTZOA5mRozN-roWI6zLOwtfMHQVFUn14MtiMis0OxL85kAQWPUrWDZj8SzW89Fxc2961V67G9sGgeXqq1FBot73MyO1WmZaJxTGG-NkEz75UG053hEN1-XcBiZ_DcQACEwDwv0XsBGP23tGU8OLK-BFbfb1eNDnoXcgRxtgyd0qiPSuYNJd704Z0oOfPCOZea_f3xIBLHSeM7vEDlTlfyLpo8PXaV0N5f5idiIm7TG3Jh4pgw', 'width': 2900}]",ChIJaaNmB2fvxUcRu16tazKz3I4,ChIJaaNmB2fvxUcRu16tazKz3I4,GOOGLE,"['clothing_store', 'store', 'point_of_interest', 'establishment']","Amsterdamstraat 45, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JHX+H7 Haarlem, Netherlands', 'global_code': '9F469JHX+H7'}",,4.2,11.0,88196825e1fffff
"{'location': {'lat': 52.3774261, 'lng': 4.6488596}, 'viewport': {'northeast': {'lat': 52.37881318029149, 'lng': 4.650297380291502}, 'southwest': {'lat': 52.3761152197085, 'lng': 4.647599419708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ten Wolde Advies | Buro Steenkleur,,ChIJrcsbb2fvxUcRtjk2MsWtuwQ,ChIJrcsbb2fvxUcRtjk2MsWtuwQ,GOOGLE,"['point_of_interest', 'establishment']","Nagtzaamplein 9, Haarlem",OPERATIONAL,,"{'compound_code': '9JGX+XG Haarlem, Netherlands', 'global_code': '9F469JGX+XG'}",,4.0,1.0,88196825e1fffff
"{'location': {'lat': 52.37818979999999, 'lng': 4.6495806}, 'viewport': {'northeast': {'lat': 52.37953063029149, 'lng': 4.650978880291502}, 'southwest': {'lat': 52.37683266970849, 'lng': 4.648280919708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,De Boefjes,,ChIJf64TFWfvxUcRXGKH_87TSro,ChIJf64TFWfvxUcRXGKH_87TSro,GOOGLE,"['school', 'point_of_interest', 'establishment']","Nagtzaamplein 67, Haarlem",OPERATIONAL,,"{'compound_code': '9JHX+7R Haarlem, Netherlands', 'global_code': '9F469JHX+7R'}",,,,88196825e1fffff
"{'location': {'lat': 52.3851244, 'lng': 4.6359168}, 'viewport': {'northeast': {'lat': 52.39039885076806, 'lng': 4.64756673209912}, 'southwest': {'lat': 52.37591796995588, 'lng': 4.624482932364526}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Oude Stad,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115134260435406891368"">Pavol Remenyseg</a>'], 'photo_reference': 'AXQCQNQpQfrJmeJArmQxkzKHY50cqHjcREgZ_s9BoPb0ZVrgUojZyYkCUYaueuNTeWoND_1HP2HBVm6k7u-hUISpRwWfNcEVf0ADu0jIXv6BpehaZfm__B4ywVqNjOaIl_7dNPui6CPTh5TRZ8waDQ76CwOIX-l6WjXImOcymdJqJC23__jcPhCG7iXcuRfuPvAMfOSq4m5RpZKNnuWvFwM_oxFGsTdf5GhiRb-kpJWvwZz5bj7GmPO7EhgT9RsXFA947fYvjponrfqAtY_96gvGYQp0QvS96GwYKawjnzv_L_XZq4ax6Pb-Ll5Xf9kwA97Ddr7mlr_NeLtk5iw2S7KJ2kVhCkM5MSLJd8T05wUohUFTEedcimAm4deCJlyj7dgjE7nNJvdqNhlhd6MVnN5-g5XWg9QRGQq95RkhNEoQ25sM-4oD-DNCl6O-xgPdr_zz62rLzgyrexJTzBdwp1sM5B-IingzVydYnUXovhXnWIA81VLR0SMw_nZhdg-hB21B_QMHAKJQW3WbcaYvb7wrX-KRIXX2_Xf2B3Vv6l1tmRQ7oslFN5xgMvJb8D31lukiI_97cVVi6dIHYNNNUt8X0nHqEImapcMeGY4o1MI5_ylr07KuKIgDtFvISK_SVm5l50oXfA', 'width': 4000}]",ChIJ2yHtO2zvxUcRhy3jRcVAGeA,ChIJ2yHtO2zvxUcRhy3jRcVAGeA,GOOGLE,"['sublocality_level_1', 'sublocality', 'political']",Oude Stad,,,,,,,88196825e1fffff
