geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,scope,types,vicinity,business_status,opening_hours,plus_code,price_level,rating,user_ratings_total,hex_id
"{'location': {'lat': 52.3832306, 'lng': 4.603325900000001}, 'viewport': {'northeast': {'lat': 52.3846003802915, 'lng': 4.604739280291502}, 'southwest': {'lat': 52.3819024197085, 'lng': 4.602041319708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bakkerij Vink Haarlem B.V.,"[{'height': 1233, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107237059491647901274"">Bakkerij Vink Haarlem B.V.</a>'], 'photo_reference': 'AXQCQNSY57xNft0yAq16TdRphFJhiVlOFgXurpG4pyVjIn2Gx4s8n6KqSYRSQlvEaoHsPFV2E_DVB2WTWu41UIvxkS3lwjJufLOqK00huPDDPbuTqMsLpJzPzplE3YhSd-ozMszOVVyTxOC2DrSLlJMMaCK8kCSc6yUscO5Pt37AMXozz39jgRn4-qJ5Jw-WhsrT7B5WkpxDnmEkEz7Bmv1WkCzr5CYaHFd60ZIa3_cisnBOAJtaYN8J8OI2Jew7LvXbp9YkuS5I9eKSwVPH3fd1qxZ59USbRNq7MaTEsOvUwjHXYi1c5I1lfFikIek-b1rKutVQ3v8whdo', 'width': 1718}]",ChIJu4OCheHuxUcRasNGOEREWjE,ChIJu4OCheHuxUcRasNGOEREWjE,GOOGLE,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']","Ramplaan 52, RD, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JM3+78 Haarlem, Netherlands', 'global_code': '9F469JM3+78'}",,3.5,22.0,8819682ec3fffff
"{'location': {'lat': 52.38197729999999, 'lng': 4.604082499999999}, 'viewport': {'northeast': {'lat': 52.38330428029149, 'lng': 4.605508630291501}, 'southwest': {'lat': 52.3806063197085, 'lng': 4.602810669708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,The Color Company,,ChIJ4UWSteHuxUcRTnNM4T3upvE,ChIJ4UWSteHuxUcRTnNM4T3upvE,GOOGLE,"['point_of_interest', 'establishment']","Dickmansstraat 30, Haarlem",OPERATIONAL,,"{'compound_code': '9JJ3+QJ Haarlem, Netherlands', 'global_code': '9F469JJ3+QJ'}",,,,8819682ec3fffff
"{'location': {'lat': 52.3805718, 'lng': 4.6043688}, 'viewport': {'northeast': {'lat': 52.38185988029149, 'lng': 4.605724230291502}, 'southwest': {'lat': 52.37916191970849, 'lng': 4.603026269708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Henk Hoenderdos,,ChIJa5WkMeDuxUcRRd-97Cl0y0w,ChIJa5WkMeDuxUcRRd-97Cl0y0w,GOOGLE,"['point_of_interest', 'health', 'establishment']","Leendert Meeszstraat 100, Haarlem",OPERATIONAL,,"{'compound_code': '9JJ3+6P Haarlem, Netherlands', 'global_code': '9F469JJ3+6P'}",,5.0,2.0,8819682ec3fffff
"{'location': {'lat': 52.383496, 'lng': 4.605107299999999}, 'viewport': {'northeast': {'lat': 52.3848111802915, 'lng': 4.606416080291502}, 'southwest': {'lat': 52.3821132197085, 'lng': 4.603718119708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Marijn de Wijs Photography,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101104405066093818810"">Anouk Bruins</a>'], 'photo_reference': 'AXQCQNTlojUwfea6ecSg_mP6TTr_JMWTMPsKMEX30WiZyIWTSqu6uPXmmV02fnTV-nuBeOiOLgkXkkMJYyvbHp--vOvmGCv8kpBBRd-qWrr1T7n_XW1ZImMgwQXvDMM8abQZ9cuSPBByTCVAGZU6cyaHjx23OHrfzKq70gFxTVSwdANek5QYP6wf2CJHEYMxsTeXIavw3BfcaUm_r1mfgRMt44zvRoW32aKZJWRp-RohXTP1vMdTQlvri-ri91PtLt1tsagfqnxTEsApjDQlSiqrs9NrSkrdsCQ0AVsnf-tdjQzDm-zIV2D90XgschtvkTJlorBL_rJgf4pIrWeSmNJZ4u-r7PBjB2WxbE-isTeY_kuIgppO7Kr2-w9NbXt-jiyekA0LPcqb8UJ7QpHiSK9i-aEA8tauCewkqo3nxCQG6-Zep_hx426cS9Z3zmydkf6uynoM4a5wgKbFZvwrrxGFfLLWFbI4s7jxkW3V7rmaJFlKaEavZeMKZOVpM9EsoRONR7AlGVGoYZDG8DM0LZHAcorMoqPr7M52RWQKqXbLAY0VPo8Mtw51OWpnIR7yqJij3Cxj5e3Gp21zhmo-kO91zgOnCyg1DuWOttDAjNuWDxNHCHOlerIUjE3EGYQFfbvKb3cHhQ', 'width': 2048}]",ChIJIZ4hv8IJxkcRTYS55_L1cNY,ChIJIZ4hv8IJxkcRTYS55_L1cNY,GOOGLE,"['point_of_interest', 'establishment']","Denys van Hullelaan, Haarlem",OPERATIONAL,{'open_now': True},"{'compound_code': '9JM4+92 Haarlem, Netherlands', 'global_code': '9F469JM4+92'}",,5.0,29.0,8819682ec3fffff
"{'location': {'lat': 52.3829118, 'lng': 4.6026853}, 'viewport': {'northeast': {'lat': 52.38427018029149, 'lng': 4.603974180291502}, 'southwest': {'lat': 52.3815722197085, 'lng': 4.601276219708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tools Training&Coaching,,ChIJmeOqneHuxUcR8A5jCFC7qsg,ChIJmeOqneHuxUcR8A5jCFC7qsg,GOOGLE,"['point_of_interest', 'health', 'establishment']","Noorder Tuindorpslaan 40, Haarlem",OPERATIONAL,,"{'compound_code': '9JM3+53 Haarlem, Netherlands', 'global_code': '9F469JM3+53'}",,,,8819682ec3fffff
"{'location': {'lat': 52.38253869999999, 'lng': 4.6055495}, 'viewport': {'northeast': {'lat': 52.38395613029149, 'lng': 4.606954730291502}, 'southwest': {'lat': 52.3812581697085, 'lng': 4.604256769708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,VoiceandVocals,"[{'height': 3339, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109301549463831572932"">VoiceandVocals</a>'], 'photo_reference': 'AXQCQNRDxIY42OMitWuoTvyknRE7iI4fLEstk2b1aGfezJD9k9XJCFTAtVNqRNODHKm-x52UeM0Cm2yYbdOAEElNl0CccxqZEs82C7dIpwliTyK0LwDPqvmvcB7Wg2aRe_tIVeY_yTidqrxhuU7pXTUdMRAjR4C_Oxnc3uCboPA-_peCXQ6hLE4unk8jJ3KzEK59b0NyMubHtaGjOtqaCiv81pCdw_hUcCsliRFFHht5aeIYXch5Buqok1JWz5G99vI88bjhScZKkvY3XhJmnRLkh6Is2QuflyVbw4sn9GRDRAQ8V_xky3pJ_OtUuxvW55d1Z8kxQU3T4jQ', 'width': 3029}]",ChIJY_h14eHuxUcRVCTS8e_XdKk,ChIJY_h14eHuxUcRVCTS8e_XdKk,GOOGLE,"['point_of_interest', 'establishment']","Rollandslaan 32, Haarlem",OPERATIONAL,,"{'compound_code': '9JM4+26 Haarlem, Netherlands', 'global_code': '9F469JM4+26'}",,,,8819682ec3fffff
"{'location': {'lat': 52.3837029, 'lng': 4.602715300000001}, 'viewport': {'northeast': {'lat': 52.3850391802915, 'lng': 4.604145580291503}, 'southwest': {'lat': 52.3823412197085, 'lng': 4.601447619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Coach Haarlem | Verne Coaching,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111447148681450491336"">Coach Haarlem | Verne Coaching</a>'], 'photo_reference': 'AXQCQNTzRVK7ZQMdCEQxgCrimgLhuW4pB0kAyd6W29hmEXHGEnO6FrndHBOzSnu0ta7Gl_QFb2_-A8H9PljdL766VwFyK2Z9NHiwO-9C30D7XSmrNqUHcGjPqs6nXUW93qqh1nLmKzNRg1qHMFAMd_gSSJo9sSRavu8ERGr97NkBaCRnrneSud4PXcqNDRcsU7D4Z81osWxcfvOb0iRvHdcn5BrJokP0bYkiwZJoyhYDALDq88onQKMvsJ103neArMPmYLgIgbUxz4lwLNjMoag3JcrtjlQEpiU6NattOOS71C038IcCa1l6QDzL0wOAp_FOUB3J3ZFRsq4', 'width': 2560}]",ChIJK-cSgOHuxUcRcLxONTOYdGg,ChIJK-cSgOHuxUcRcLxONTOYdGg,GOOGLE,"['point_of_interest', 'health', 'establishment']","Noorder Tuindorpslaan 57, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JM3+F3 Haarlem, Netherlands', 'global_code': '9F469JM3+F3'}",,5.0,1.0,8819682ec3fffff
"{'location': {'lat': 52.3817122, 'lng': 4.602060199999999}, 'viewport': {'northeast': {'lat': 52.3830292802915, 'lng': 4.603436380291503}, 'southwest': {'lat': 52.3803313197085, 'lng': 4.600738419708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Pure & Simple. Dietistenpraktijk in Zandvoort, Bentveld en Haarlem",,ChIJsZDJB-HuxUcRrOcwrWLLEPk,ChIJsZDJB-HuxUcRrOcwrWLLEPk,GOOGLE,"['point_of_interest', 'health', 'establishment']","Zuider Tuindorpslaan 2, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JJ2+MR Haarlem, Netherlands', 'global_code': '9F469JJ2+MR'}",,,,8819682ec3fffff
"{'location': {'lat': 52.381864, 'lng': 4.607784000000001}, 'viewport': {'northeast': {'lat': 52.3832549802915, 'lng': 4.609160130291503}, 'southwest': {'lat': 52.3805570197085, 'lng': 4.606462169708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hansink & De Looper B.V.,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100788686705850464348"">Hansink &amp; De Looper B.V.</a>'], 'photo_reference': 'AXQCQNS5FQl6Gj3A90mnm7sHjOXeKYQFPV-hwrDHmFFqAATfVprXSr4AtwjD3q003_g85cDY3rp6vpOu2_jDR1CkfwbFf00whhuP31kEOqqzGt6-PD5a9SviAT4LVEWvsPJUJ1kmnotpMa6QAxSZYkN18fGIUYTZdj5y2wCewp8txdeOb8zZbP6701DZAudaw0tWZOg1AH2jlAJudGfldBzorZGHCKqdS8fD0GirjcvBC_YF7DqNQ9bKNCrD27kEoOJdu6s0Mj0c702np_FY6IalQNYYQOwUBHoeEO92VrqtCU8FXkeLVbBHURHmU2AgJ5Dhl4uS5tGq7Qk', 'width': 2048}]",ChIJ8asMRB7vxUcRGMsL5O2J-04,ChIJ8asMRB7vxUcRGMsL5O2J-04,GOOGLE,"['point_of_interest', 'establishment']","Rollandslaan 72, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JJ5+P4 Haarlem, Netherlands', 'global_code': '9F469JJ5+P4'}",,,,8819682ec3fffff
"{'location': {'lat': 52.3921054, 'lng': 4.6095975}, 'viewport': {'northeast': {'lat': 52.40425661711934, 'lng': 4.623742124211631}, 'southwest': {'lat': 52.36712295308468, 'lng': 4.541862998779173}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Overveen,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107420650823974069073"">Tiberiu Morariu</a>'], 'photo_reference': 'AXQCQNSjGVxh25gNIHyFNeWZr38lI7xFb2XmKBfQIuVFtrzm2MRlzDuDCUJoCmAOMTib37Z-3ClrqwHwlzg2hk0RwxluL2BfrrL6ZljTxM84E65KgA8sqCqSlC2ie_nL5-Yuj9vKi9bW7Zj6TpT2Oj5fo-hr6e6kj9EbIsrLwBqxz3bCw_uZ4onAAypyyu79isoxOGcOeppMv92pqctXQaU9W4QaK0jwSrIluGKzb5AHTR7sZe55PQ7N0SzVM0nj0hLZIa1W54FEDucXOl16qzogM4DJD4Kj-lzkX1NhROOgYLCHSlLM0n9jz2aQ3eiZ_3D6P3T_WOi9HxorXDlaLFprZkF8U496HcjhN92HN_pdsvl4Ik49SIeAW0xIHwEK_N_hXNYbM2TCIooAHVSKgwYyWC2SPjSQ-FVXMmpv4UTKTaELYf-k9KM6TgDoPrheYPm7yrUlKP-W-MNY3Pq6GzgkDWav_OJ8ABVF_U73FEk5JExzpKwCziqQLB13nr2RdU9igqpZyhEO8dF1cB5B7Fk5wJzdocOL5zhFU51aYbo-c_r1UqpHJzWEWatON8AmLEJVOqBQEiwAjgtzZZuPvAj5RS2Ol8XG4U3NEq9BCGAWrOdQj12PUz8uZczjIQLzJF9_HTdYiA', 'width': 1280}]",ChIJ66MGXcLuxUcRsN9yzDt4CvE,ChIJ66MGXcLuxUcRsN9yzDt4CvE,GOOGLE,"['locality', 'political']",Overveen,,,,,,,8819682ec3fffff
