geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,scope,types,vicinity,business_status,opening_hours,plus_code,rating,user_ratings_total,permanently_closed,hex_id
"{'location': {'lat': 52.4047241, 'lng': 4.648588899999999}, 'viewport': {'northeast': {'lat': 52.4061057802915, 'lng': 4.649827780291502}, 'southwest': {'lat': 52.40340781970851, 'lng': 4.647129819708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dental Clinics Haarlem Rijksstraatweg,"[{'height': 791, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116916762564047796511"">Dental Clinics Haarlem Rijksstraatweg</a>'], 'photo_reference': 'AXQCQNSqeLQD10oomcOYNnso2nckb3_Vt-nGP1x2jpYFLJ_i4nzbK7WdJXCnKH12nsgZrNrCBrCI9DDNJHdbozLkRzpz8K7LRYGbWSWwci2Hy2GmbryNq3g7CvpWk9QSNJ0ZsFnGeJUpc-lGQQidTqfJvPfEgkhlTRwvtBjMmgyKS_dPIwrp8VugfGzuNUpTguf-R92A5nEQQMnYQXre26pQiGC8B0hGw9Hzey-OuIbpOxsMlHiIDDILCxBGj-uXPLw0QdntXsY26ugUl29rfc92MxDtkzpU1J7l7j1slzh5UuL_eDBDqi9gsGMqBMJ7D3lcX4SHEpuWTXU', 'width': 1200}]",ChIJ1UzU8pzvxUcR6nQhzDgXIPM,ChIJ1UzU8pzvxUcR6nQhzDgXIPM,GOOGLE,"['dentist', 'health', 'point_of_interest', 'establishment']","Rijksstraatweg 126, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': 'CJ3X+VC Haarlem, Netherlands', 'global_code': '9F46CJ3X+VC'}",4.6,26.0,,8819682503fffff
"{'location': {'lat': 52.40874580000001, 'lng': 4.650727000000001}, 'viewport': {'northeast': {'lat': 52.4101203302915, 'lng': 4.651949630291504}, 'southwest': {'lat': 52.40742236970851, 'lng': 4.649251669708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Federmann Haarlem Noord,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107432205358569526100"">Federmann Haarlem Noord</a>'], 'photo_reference': 'AXQCQNQ-e6DnD5A2X2EoRV5ow_qZTmZBRkWQVccCztXsFfbQd7ilO0jlR9KDyTB24bzN6B04v_58_pqFBPMQdVKaJ8nRX72QJUotP3fR5SErRM4lsH0-7Fg0vWFvyaeSe0SwbMGhI3XdiSm9Q2zwVDuzcrQWWLQbCWvMTyEzbZi1EEKsVzIK0I237MrS_Rr_BurqBdElU2th3mHIjHjwuI7zY1tF0CeHPzrPi0BYvTY05b0dl7gW3yvEwyF03-0Xaqn6mIyFPMUMcxflO0tiMGz14DqVzJmfdK6sKhaqkhQ8Na2S5ktVGvaU0SLrgMgCt7EUDiCEootBxn8', 'width': 2048}]",ChIJj6Ly94_vxUcRfXWvVsFl5x0,ChIJj6Ly94_vxUcRfXWvVsFl5x0,GOOGLE,"['health', 'store', 'point_of_interest', 'establishment']","Rijksstraatweg 246-B, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': 'CM52+F7 Haarlem, Netherlands', 'global_code': '9F46CM52+F7'}",4.2,14.0,,8819682503fffff
"{'location': {'lat': 52.403769, 'lng': 4.6496782}, 'viewport': {'northeast': {'lat': 52.4050721802915, 'lng': 4.650966580291502}, 'southwest': {'lat': 52.4023742197085, 'lng': 4.648268619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Le Français Sur Mesure,,ChIJwQsJr4TvxUcRobKMclhfVgk,ChIJwQsJr4TvxUcRobKMclhfVgk,GOOGLE,"['point_of_interest', 'establishment']","Spaarnhovenstraat 25, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': 'CJ3X+GV Haarlem, Netherlands', 'global_code': '9F46CJ3X+GV'}",5.0,10.0,,8819682503fffff
"{'location': {'lat': 52.4044783, 'lng': 4.646683299999999}, 'viewport': {'northeast': {'lat': 52.4058795802915, 'lng': 4.648105580291502}, 'southwest': {'lat': 52.4031816197085, 'lng': 4.645407619708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Michel Poels,,ChIJf96mbZvvxUcRzTjTIy7uhW0,ChIJf96mbZvvxUcRzTjTIy7uhW0,GOOGLE,"['point_of_interest', 'establishment']","Dutrystraat 1-D, Haarlem",OPERATIONAL,,"{'compound_code': 'CJ3W+QM Haarlem, Netherlands', 'global_code': '9F46CJ3W+QM'}",,,,8819682503fffff
"{'location': {'lat': 52.40370619999999, 'lng': 4.6479511}, 'viewport': {'northeast': {'lat': 52.4050720302915, 'lng': 4.649198180291502}, 'southwest': {'lat': 52.40237406970851, 'lng': 4.646500219708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Jos Smit Motoren,"[{'height': 3464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112960679210842938851"">Biense</a>'], 'photo_reference': 'AXQCQNSta3MWnxZP2stAD_L0up4IuIfss48pL3oaRIQ1Y3uWB9Ur1J6OEScSAmxoly5hDg3mFSE6swjJG0DSFscTy3lQjy6UbC8ubCm39yvuAgeSALsxe4NFmEhtRUyjpO343MCh2VILbZ6SJEdfuoN8nhc9KHu7iGv4aeWULpo6lS761LJ1lYXSYb-MHKaajjavUmsK4V6vkDRX6iffMV-wpaCKquIEp503GcISbh7BEsheLqwHSd1ETURm-Nixd8jhFQdKO3smRafyDF_tCrPiaoFiHCf0pWa5DuY4-PiMatASNApM4zgmHHhKdwAu_KeB7V4yTcK9I_gVyAN4udEcXfHlVQQjPNXypy07M9f6ifCq1ghuQShcVkH7BKuplhY023aToD9Qx404x3zxXn6MV4-LTjXfH5GQNrrWdkU_g_GjVVbPf6gR5QWNkrmPd-Q1uLPaMBkC-8LyUuCpHaYtO9XjHGZRxBYPw6JqMfwpG6YhPxgWO0aYhLwawsZFLfTqboFa7-jlXVV6QEt9EWA5JziS0Cs-x6mXB3n87b2noyewiix_TLbIziCoX1ODJDsQdXXRBTaIlNB_KWk4h4K7IGxHDsDtUCr6vJP38LzcuRsRJlzwBxIx6YVb09ZurRD_Y_7ZFr0S', 'width': 4618}]",ChIJo9LlW5vvxUcRHdhid6pVK2w,ChIJo9LlW5vvxUcRHdhid6pVK2w,GOOGLE,"['store', 'point_of_interest', 'establishment']","Rijksstraatweg 94, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': 'CJ3X+F5 Haarlem, Netherlands', 'global_code': '9F46CJ3X+F5'}",4.7,249.0,,8819682503fffff
"{'location': {'lat': 52.40533780000001, 'lng': 4.6495839}, 'viewport': {'northeast': {'lat': 52.4066988302915, 'lng': 4.651010780291502}, 'southwest': {'lat': 52.4040008697085, 'lng': 4.648312819708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,SushiRito,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100636626354104915817"">SD</a>'], 'photo_reference': 'AXQCQNS5JRhwulDEecYahCkzyqC0iHvSJjg_DPFvfTP-fTtcCrfJBipa_fExZycvjlxWDwVMARRAQwVsz0B68D252PcbRUuL7pXwMtkWDQHVnRwVljvMZjQaVCaw4n46aT1v_ZJixJG_RUMb-F3ZoQDj3LBr4cQyd0iJlr19FpmCs1I8bY-f-N1CF0a2SuCr8Y1FDdM7EQpzkb6q-ZSy7rWJh0WDo6j2Mh5Qu2lSZTQZ9-i1ier7juyweUcUYHIw7BgKIj9zNu7SN_DG-bMmtqAqTOy2SeYRK5QsIeZ9D5koE3rrisCkq6dRwyne7GUjpEXpkQApmpsd9IcgrK6EflhFhRytU1OXgsoYsms5rBxWFoFa1m85JXlPi_o0b7m1sIai32oe5qhwPSZw1Px2pS6uXOJe26BZdZfxk7sTR2a3nSI8yIjuvsXGeKuqujuxVGVXPbG-0Hs2mQs1CBwo-rNHaespJ2bZFhze7KAPW8-kx1Fel7H1yPByNKR_ospuug-OcdJ1jJzLxExv167ID9BpTdybmoIutAzEpxK4DMulcNVC9yC3_WAIcQvgGrXXLfIXbUYT5n9bvE4H8dtHgbkLajM7aQjGCsH1CTBvhmt7M9Za-0awEj3J_19X2g3BJsJPCk6CEQ', 'width': 4608}]",ChIJZ8Id0oTvxUcRbUrBntrpsmM,ChIJZ8Id0oTvxUcRbUrBntrpsmM,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","Preangerstraat 8, Haarlem",CLOSED_TEMPORARILY,,"{'compound_code': 'CJ4X+4R Haarlem, Netherlands', 'global_code': '9F46CJ4X+4R'}",4.7,40.0,True,8819682503fffff
"{'location': {'lat': 52.4037313, 'lng': 4.652294599999999}, 'viewport': {'northeast': {'lat': 52.4051000802915, 'lng': 4.653592280291502}, 'southwest': {'lat': 52.4024021197085, 'lng': 4.650894319708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sierbestrating,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103577151371537608475"">Eric Blok</a>'], 'photo_reference': 'AXQCQNTIvVbnNV6UyujWCFT_Ldb-qj7yeCljX2O1JRZNdAU5U-aMHA7lw3RqdI7CIKb488Bx52pEdPw41dk2_T_aGfMmOwmzkklqy-umIVLLMA2XrFS825WGFxMUuUQxMnH7j9GoEPGrOFQXofTtXk63CYX6tehjAmoYX0uSl1Nqnq-pyivX5SMw9vHCGb4Q8TPf1g96PsmUW5UJ9YQ3WXC_mcQAarEFZW7ngik6MFi0ai__XCTu1N-wGzTlaOO6GDZFRrSSpBpn5uVBRrvls-1OXT3_IehTsxz6sRpwRH88467BllpjMSK9_tM8mbHHX-0e6O6WcExLMFNGpNs1gvS3wGbDJLYXxLlQzxxs51OtA7gbUqONMIih8Z-O7Wd7eJ8Cd8jvO317CgdsgUsHyv4Q7Q2bHnwU0GvLp5509Ajzhb49dBYvWdVTwgy_td-12X_UIYcmd5-Q6vMbXRoKLpb5kkxa84x-2Yegi36Hn6p7muIuJsci7tnjCvSmaAMovZfftuIfLqdLhWYzmIjS9CAGfzwDghjQG7qchYb8964dB1jOJDsdQuAuzgWKS-pj7yZIhTGKhWsCOHMgKFItKyvjt5lHJ15_fNOaIEEnC1qLO9tzw7dU7ZiWX0Fp8moUlPSg', 'width': 4032}]",ChIJ369ffYTvxUcRb3CrFNKzd9A,ChIJ369ffYTvxUcRb3CrFNKzd9A,GOOGLE,"['general_contractor', 'store', 'point_of_interest', 'establishment']","Rembangstraat 4, Haarlem",OPERATIONAL,{'open_now': True},"{'compound_code': 'CM32+FW Haarlem, Netherlands', 'global_code': '9F46CM32+FW'}",4.5,2.0,,8819682503fffff
"{'location': {'lat': 52.40510059999999, 'lng': 4.647025600000001}, 'viewport': {'northeast': {'lat': 52.40649093029149, 'lng': 4.648433180291503}, 'southwest': {'lat': 52.4037929697085, 'lng': 4.645735219708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mizzle Media,,ChIJPV9vEZvvxUcRpbIRpUnaLFQ,ChIJPV9vEZvvxUcRpbIRpUnaLFQ,GOOGLE,"['point_of_interest', 'establishment']","Van Nesstraat 27, Haarlem",OPERATIONAL,{'open_now': True},"{'compound_code': 'CJ4W+2R Haarlem, Netherlands', 'global_code': '9F46CJ4W+2R'}",3.6,15.0,,8819682503fffff
"{'location': {'lat': 52.4064306, 'lng': 4.6531072}, 'viewport': {'northeast': {'lat': 52.4077926302915, 'lng': 4.654396730291502}, 'southwest': {'lat': 52.4050946697085, 'lng': 4.651698769708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Zanggroep To The Point,"[{'height': 1368, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112826907977274297874"">Zanggroep To The Point</a>'], 'photo_reference': 'AXQCQNTcyIl-5kN6cvHxdUKnFpgwI428WC1Nt_YyqBShvRlc6l-bWP4XitReAAsJ6XH_N2mtn06uueHdW-yuIrnpfYYOcx_aFUwWkCSR1XwucXdGuPPgUdeYXEIU7bwhXbIMhkntN3FfvlkXRMOZv7na7VBBWLvgk8oIix-PGiX_0M30LU3wiIh0WCwtOIX-qNShpEzhrByoix2TI7WlKU7U1z67vQpVQkCOcYx0sAsnSFt7CgMmFa2KPxwj3PING_7xTz8ZAZxNCfs8phTSNeTFw-RR3nyIuZUbC8zN4CmN5XrZe2nqXR5xlMpVNMT9NbQT2tZTFA89tyI', 'width': 1824}]",ChIJVZXObSbvxUcREAdvaeQpX4M,ChIJVZXObSbvxUcREAdvaeQpX4M,GOOGLE,"['point_of_interest', 'establishment']","Indischestraat 190, Haarlem",OPERATIONAL,,"{'compound_code': 'CM43+H6 Haarlem, Netherlands', 'global_code': '9F46CM43+H6'}",4.0,1.0,,8819682503fffff
"{'location': {'lat': 52.4021571, 'lng': 4.638323499999999}, 'viewport': {'northeast': {'lat': 52.41445494853353, 'lng': 4.650955808094616}, 'southwest': {'lat': 52.38839696187054, 'lng': 4.623081418469579}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ter Kleef en Te Zaanen,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114874352697869858900"">Ronald Molegraaf</a>'], 'photo_reference': 'AXQCQNSKJY4Dz2kBG9s1IYnIfIc1LGpFYGHi4wypJxWGfdL0LriYvjg-8pq-ydkRGce9Zjp36oElIUAya0u9bA2O9HAxMVbetrtdbZ29ReSFdiasLwQtj60dqSG22936JoaV6f_v1XpDDPG3gh3dA60eOD8JP0l97K_bBAt-rA1L3Mt_u-e2MHx_QXtKMN6GWrr4xae-1uk6OMV6_OxiQS_g6-FAu-HLzxiHKizrSv7B9h88torXF12nfA_G6sj8n2LMM2Oy1cNeoWG42lQr839t4y1dRCBp5Pe9fUzSmIZiR7s0AeHW1eC2XhHhIDhEW_3jBz9Latm06073l6l0RYDaTKvRZNskFpXh2s9Fvz8Qnm9KVOn4bSmPgxNCFGiZvjjS3sNja098KlsIFjl_nSVELJhYLbbHjIISSOJ3uD9-nLgYniOAH8TvjsmwsV4G8_l1o9K3kTwKbTXmB0hvg4zGAFejtpUlh2tocffjnB0w1hl0JK1Mo6kJdiqxFWZ84IEUKT0mPTdKFDPlangykPrFTUHRAU4CCPX2uNB2h1BthNQ_TItn9Opr0JS-4CzXDVcCjwSFMbbRLYPLY1ECWZEUFjIqoDtHAyw3RlaVboXBxXLUV45qzN5lzVnQ0uiVMZr72H0hISCS', 'width': 2048}]",ChIJq-30FJnvxUcRc2xfG-lomjA,ChIJq-30FJnvxUcRc2xfG-lomjA,GOOGLE,"['sublocality_level_1', 'sublocality', 'political']",Ter Kleef en Te Zaanen,,,,,,,8819682503fffff
