geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,scope,types,vicinity,business_status,plus_code,rating,user_ratings_total,opening_hours,hex_id
"{'location': {'lat': 52.3886518, 'lng': 4.6657293}, 'viewport': {'northeast': {'lat': 52.3899450302915, 'lng': 4.667139680291502}, 'southwest': {'lat': 52.3872470697085, 'lng': 4.664441719708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Avis Autoverhuur Haarlem,"[{'height': 6580, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112913484025132667412"">Avis Autoverhuur Haarlem</a>'], 'photo_reference': 'AXQCQNTGeaJu9os6tvwgTkdiqsKizEbSdzQQqi5Ee0sXtDVS6HhsMFqmzhTEfvWkuJ53q74s6JzhddKPB4SylLODJ8CjB02XLMDM2G3lIEykrRy0J0Lv71i807TYClUE01EdQ9ormSJox0f1gxTC3ig-iaWiTs-zg3l_Kj7GtMhq1j1QKd-b2HMIJ8Uk4ORYZxYvtBsARQcSDLlc4jRspLLZYnHE0O3t4KjDYEAwd9znsmLV6_r-FXVI6udZ8lVt9pqdKzinRfOLjzuHnKu-Xa6BQU7ciF0WvDZ4rkbJHoWjDFGISp1MQb6b8bJN9Z0dI0v-7rP4LSPF8xE', 'width': 9870}]",ChIJH4ZxeoblxUcRr7MNzhwU8xU,ChIJH4ZxeoblxUcRr7MNzhwU8xU,GOOGLE,"['car_rental', 'point_of_interest', 'establishment']","Beijnesweg 7, Haarlem",OPERATIONAL,"{'compound_code': '9MQ8+F7 Haarlem, Netherlands', 'global_code': '9F469MQ8+F7'}",4.4,112.0,{'open_now': False},88196825e9fffff
"{'location': {'lat': 52.3856405, 'lng': 4.6634841}, 'viewport': {'northeast': {'lat': 52.38705033029149, 'lng': 4.664745180291503}, 'southwest': {'lat': 52.38435236970849, 'lng': 4.662047219708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Alpo Parts for Porsche,"[{'height': 2992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113895938085022303578"">B. A.</a>'], 'photo_reference': 'AXQCQNTUG_VEviJd_4CX8krIhBOLFQD74RhggVRsydWhy5p1AKhvYHl7nt3AnX55ePaGHg_vIbMLAKK8Ni9cS77Ir2uKuFCfndSaV5mqcEniDkUWuUtd9AF5XZVuxkYyedbXXEwGjyTu0E96ZbIeczmV7jzQ66xfenbgCVNqAJ0u1CvFXv-2kiN9_xRKjOirHbi72PPVWIZjXDAyGwJA-56FeKtafJtjCeDGh_88axhTne3N7DiB9Fe8g0kQZNM9qFMmtLB8bo8ZS3XS91g0BIv-jy6e0v8tgQm3s8wZmF9o1dxXAJ3FJPtoFk719YdqvLMaUoS_FNcZYL6cf1byCKrvYTNllRcbKzm-Lx-q7rt3ONhdnsnSYU567F1MNb9kKJhPB26W6SpJWqqv06f2VOPLPA7LjEzomJGBXtld3G1oE8HSnv9XdTYjRTyphDuKcstJlbZvrBM0XptD-UqejHR5zDT7aTv2sGPeSMsEXCvGWm1BByLJBW0yfwTHtnnXlzWYb7en8HrVn5gK-XT6dFMu-ZA-iSbw-qsxyLUI1Hh6ODNcf9Xvm7U3QiYNIZDzX0xsgr0ZRCOxAEzuGvSRjqaNtCOoHNR6RKwcHJ74IdNbdzHot5PVnJJjZlofFvtsaJctkHTq7L7r', 'width': 2992}]",ChIJp3LylWbvxUcRH-LNjBaxn1o,ChIJp3LylWbvxUcRH-LNjBaxn1o,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']","Oudeweg 30C, Haarlem",OPERATIONAL,"{'compound_code': '9MP7+79 Haarlem, Netherlands', 'global_code': '9F469MP7+79'}",4.8,48.0,{'open_now': False},88196825e9fffff
"{'location': {'lat': 52.3879507, 'lng': 4.6563592}, 'viewport': {'northeast': {'lat': 52.3892633802915, 'lng': 4.657569430291502}, 'southwest': {'lat': 52.3865654197085, 'lng': 4.654871469708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bootzeil International,"[{'height': 1512, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111162096455822723492"">Bootzeil</a>'], 'photo_reference': 'AXQCQNRnwlEgL2o-WZD-VzJlC3MFVHkfKcwxgN01BIPFeM0gin7jXOJqyTLq_L2Myl8NyKDRqZySaSiB9rphKRQQEBaaNxEWdNSTOXI_3IkAeBgdqpaQEyFNWX7JaS4v-J3vOzJdtXgc_wQX97bWq_BIJkVOy8FD9XKh8dHJnqjc2DoX5bz5MARMosMvMTUtV_NTxfJfucNRojwBBMiA-omlI_dWZ7XLp7AGY5sU9RFwmF-uKbvbN67T2ynZFjEJcHms_58GOjCrhASjDoSGcl9sE8hJ4KRRz3lLWFZRuZhWzGberh9pk_iyZKi5xIo4YcL-l-TVr4lqYxs', 'width': 2016}]",ChIJK0cD3yTvxUcRDJVR1QIdhm4,ChIJK0cD3yTvxUcRDJVR1QIdhm4,GOOGLE,"['point_of_interest', 'establishment']","Ingenieur Lelyweg 44, Haarlem",OPERATIONAL,"{'compound_code': '9MQ4+5G Haarlem, Netherlands', 'global_code': '9F469MQ4+5G'}",4.2,103.0,,88196825e9fffff
"{'location': {'lat': 52.3879555, 'lng': 4.6621486}, 'viewport': {'northeast': {'lat': 52.3893465302915, 'lng': 4.663573180291502}, 'southwest': {'lat': 52.3866485697085, 'lng': 4.660875219708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Smederij Felix,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108234314978615970913"">Smederij Felix</a>'], 'photo_reference': 'AXQCQNS1p5Cw4Ai1LHJEZPmI5YRKwZQgHr27I4LWiDqatRO5G39-AMdK99Rs-cJCduhOKOJpdyxpI-JQlQSZJhHOugbQcOcplLbD_gs8tHC6NLuuC08U_utBBll0NjI7JXa_0ZOaXtLQnzznJ76CAfamaUDu70x7T5AB0imMNNkOKzb2LDQx_pjbhQlKruTwKy0vp29IL5Auv1oS4aqMyMnoa5nOfEKvW9OCvRmhX3qwcdzc7Qyf4xaitbg68ly8sU2_Gnjtf6Ym60pwiueMCnwVzilK7poSCmFIQQfHZRYDziyLN5-uDPQxLBs6Pb-LFXTH8voVk8ddLB4', 'width': 1960}]",ChIJly2YXjnvxUcRXaPvAUz7dSg,ChIJly2YXjnvxUcRXaPvAUz7dSg,GOOGLE,"['point_of_interest', 'establishment']","Jan Tademaweg 35, Haarlem",OPERATIONAL,"{'compound_code': '9MQ6+5V Haarlem, Netherlands', 'global_code': '9F469MQ6+5V'}",5.0,4.0,{'open_now': False},88196825e9fffff
"{'location': {'lat': 52.3872991, 'lng': 4.661728699999999}, 'viewport': {'northeast': {'lat': 52.3885739802915, 'lng': 4.662868530291502}, 'southwest': {'lat': 52.3858760197085, 'lng': 4.660170569708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bouwbedrijf Jan de Wit B.V.,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115410367240708076160"">Bouwbedrijf Jan de Wit B.V.</a>'], 'photo_reference': 'AXQCQNSBQ9sUDYdYnAKrlqhVH1oU0i04ldBYiENvL59EqfheSy6O7qsyJc38mk08l-qawLtZXHuIshHuZeutbaLNsJzxqU4TcsUP-wl6JqXiL2LHo06UghVMQ0-2By3W4f68ngRl-YhG2kG1akFSHtqPH-CFEZ7V6oeZf2n8f3MRrP-Zs8KtVMo2Gi-Yp6yaBnPrrx9aOTrJ3FKiS0jJvrPlr57906R1GcKnjTWjMN103qFbJ_Zj1yfqPk6X9S9cPRmS3FYATd3Of01dGHa9SYDyVUoDk2nzJy_uvVNVohCcVxlSXTsl6KI0OdyzYwfo-ICG7Q3w6gk5', 'width': 720}]",ChIJ25oO3IflxUcRKaxpAuQLwD4,ChIJ25oO3IflxUcRKaxpAuQLwD4,GOOGLE,"['point_of_interest', 'establishment']","Izaäk Enschedéweg 22, Haarlem",OPERATIONAL,"{'compound_code': '9MP6+WM Haarlem, Netherlands', 'global_code': '9F469MP6+WM'}",4.2,10.0,,88196825e9fffff
"{'location': {'lat': 52.38486469999999, 'lng': 4.6618056}, 'viewport': {'northeast': {'lat': 52.38620428029149, 'lng': 4.663160080291502}, 'southwest': {'lat': 52.3835063197085, 'lng': 4.660462119708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Maxima Vloeren en Raamdecoratie,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106925023925142032056"">Maxima Vloeren en Raamdecoratie</a>'], 'photo_reference': 'AXQCQNSTShzypsc7xuIrVRyqw04iBGizckynRgtDMktA8MK5StmCzkh8lxTPVuRc-rvfoBXUB3oLnoOl07VLZYNkDm40EDKrH_B5SPdzMmiofv5F0OSE2CUKH8MsrKhckcah4YLJE4nVjuraWIevv66zsp7MxQe4tPzH91_cldz1NQr36jFTjKVAlfGemp9dhiBSpTGzfY3JjywRG41b4fYh2_O2GoAE3JHwjeOlvZoAxmATJ_AThAJptvOMa5x2zik4jmRGk7lkc8HtU5j5scVPqViemVSUiJBFqWL1AHeCb-CBS0rfU-TUcYw2OUvAmTZ5YugUOAu3TFI', 'width': 2048}]",ChIJcbi-DovlxUcROj5TQViRJOA,ChIJcbi-DovlxUcROj5TQViRJOA,GOOGLE,"['furniture_store', 'home_goods_store', 'general_contractor', 'store', 'point_of_interest', 'establishment']","Fustweg 3, Haarlem",OPERATIONAL,"{'compound_code': '9MM6+WP Haarlem, Netherlands', 'global_code': '9F469MM6+WP'}",4.4,108.0,{'open_now': False},88196825e9fffff
"{'location': {'lat': 52.3864966, 'lng': 4.662508}, 'viewport': {'northeast': {'lat': 52.3878490802915, 'lng': 4.663871230291503}, 'southwest': {'lat': 52.3851511197085, 'lng': 4.661173269708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,CCC by Honeywell,"[{'height': 993, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100337476013862865155"">CCC by Honeywell</a>'], 'photo_reference': 'AXQCQNQrEPetArtR_4q-SylEKp-8ajE1uxxu6WH53U7U2i_wDqUdmQwkrsC0r-FSpgBULKK6AXDzgreJ6n7y0whkpn4ONflnjwy8hFSpOBHPeK3E65Z_z2AN5jPOBAIbjiZZDf9Ye6D2fuSazbC10f6pjiTJbSF08frZz9jrb-RajcaKUa4D_WNdY6TKf-zedW-gHTG2veQdsBq9um21Zr-jtfXMjGogPcszpnw75Vzz_0CT66vHU2ox574w8e3A76lJ_meRZwOQgz9SsETGCB0MkFKYtFGWvf44xj3rYa6pMFky7P9ECu_Lz-V8DrMj8O4IrxZHhNC6yHo', 'width': 1991}]",ChIJr4nV1lzkxUcRaHtT2akpYWQ,ChIJr4nV1lzkxUcRaHtT2akpYWQ,GOOGLE,"['point_of_interest', 'establishment']","Oudeweg 115, Haarlem",OPERATIONAL,"{'compound_code': '9MP7+H2 Haarlem, Netherlands', 'global_code': '9F469MP7+H2'}",5.0,1.0,{'open_now': False},88196825e9fffff
"{'location': {'lat': 52.3864966, 'lng': 4.662508}, 'viewport': {'northeast': {'lat': 52.3878490802915, 'lng': 4.663871230291503}, 'southwest': {'lat': 52.3851511197085, 'lng': 4.661173269708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Stichting Borderline,,ChIJJS2d9kNvxkcRc_82c-VabtA,ChIJJS2d9kNvxkcRc_82c-VabtA,GOOGLE,"['point_of_interest', 'establishment']","Oudeweg 115, Haarlem",OPERATIONAL,"{'compound_code': '9MP7+H2 Haarlem, Netherlands', 'global_code': '9F469MP7+H2'}",,,{'open_now': False},88196825e9fffff
"{'location': {'lat': 52.3863749, 'lng': 4.6608817}, 'viewport': {'northeast': {'lat': 52.38775783029149, 'lng': 4.662207880291503}, 'southwest': {'lat': 52.38505986970849, 'lng': 4.659509919708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Eclectisch.com Vintage Design,"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109164044647839625814"">Eclectisch.com Vintage Design</a>'], 'photo_reference': 'AXQCQNR3r2wp0gzP_10LgnYcKNHjl6ebmf7OBk5jpgpg8P1V_UgtqAQ7dO5A-u-C5r-i0Q6iWO9oaordVsPWQaueaD2Pjtymur57Vt4O5wXOvkmkdmJroiDNnYfxGEHN9s16lBNsyB1PaJlyOenIH7g9nlfQGMVkr-4u2HKM18m_lm7JLISNBd-iD4znuhDtB4sxVvuRLn1uiQ9135Y4v9I3KHj6uFfs1zAqEr224zayHshFrd4LSFMOLTFRQgl_DgvWAWIBE-aXliMBzXKbAbas8xer0USwyQ3YABXaaTCatC-IqsfpJ8BF8ghUDoPkZCGNCF09Lq-39is', 'width': 800}]",ChIJmS7emTLsxUcR_UM3tWpb_Pw,ChIJmS7emTLsxUcR_UM3tWpb_Pw,GOOGLE,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']","Conradweg 2, Haarlem",OPERATIONAL,"{'compound_code': '9MP6+G9 Haarlem, Netherlands', 'global_code': '9F469MP6+G9'}",5.0,3.0,{'open_now': True},88196825e9fffff
"{'location': {'lat': 52.38171209999999, 'lng': 4.660953999999999}, 'viewport': {'northeast': {'lat': 52.40969490104392, 'lng': 4.687096931757339}, 'southwest': {'lat': 52.37007484159442, 'lng': 4.640109713663211}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Haarlem-Oost,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106579477630746424930"">Nadia Buza</a>'], 'photo_reference': 'AXQCQNRY4vaaToukb0qnZLCLcaSt3LKPNUy0u4u6gH8tO-BeGQ6ztAUGgxvKULYUWAeq-SeTb2f_-4jsM0Q_0RlzjUt6tmanA868MnB4A-TDw9EoA3ODHs5REeTc9ovK-GNDWDkPyyJLZQDhyZKQGWrgFLybMy2Q-Bg_oHEZRv445KOHr4PjBqDRbYF29OO5nUSYtHOgjEeXEkiWrD3eP9NBGkqaur8k2Nc6epPmIs60PTarlxuSKxE3yov7UCdPTESMV93Xz8lx698S_5JSD3HidI2xXABFua_OkWQ6IRh3VvzOSM4nH3qHEJByv1VbexfU4EgijSRrU_yKVFvTF7tApPQEuIV3I81N3JSyLL0Tvj2K-uFEfSOV-NByvORAJny6uxfIdHX99s8OhyMtJCWievSs_6xzLmRubVK8IE6sOGxBp9BVuNX15YGAk06u0mreo3BkHP059zoTqi91v-_KPGlrBcysWWhugxjGepNcL99mRfvsj1sibhuRNH-ukHPYTnnc0BQ-KDKqNRfZ62Yt7n_Svkvf8p0hXNDY3IOyshGpVVCaMDfe5RIEGvWmiOB6Q3hTYXhMeygKKe0bqOsJLZdHZhGOkUB5-QAn3cI0DiwZ9ZYqwuHiMVuoI6VsNNtyR9WWlg', 'width': 3968}]",ChIJUTz18IblxUcRiUaxn0jMiwM,ChIJUTz18IblxUcRiUaxn0jMiwM,GOOGLE,"['sublocality_level_1', 'sublocality', 'political']",Haarlem-Oost,,,,,,88196825e9fffff
