geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,scope,types,vicinity,business_status,opening_hours,plus_code,rating,user_ratings_total,permanently_closed,hex_id
"{'location': {'lat': 52.38023370000001, 'lng': 4.6169022}, 'viewport': {'northeast': {'lat': 52.3815974802915, 'lng': 4.618181630291502}, 'southwest': {'lat': 52.3788995197085, 'lng': 4.615483669708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Adbulco Trading B.V.,"[{'height': 3778, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113736719147782248018"">Adbulco Trading B.V.</a>'], 'photo_reference': 'AXQCQNSJsTwOKQR8-CqerbnMlk5mVA6_LSxVWdIzax26hSh_wgrPhqGbtEcUJKUQZ6rgQCpT44GMmQzeiEtCu32PpLWXOTKXD43KFZChABJCqEiSsOC7CgHt_FZnKHbw2Vgbx-wR4klu0CgVH1_tcB3nQfJW9wHPS-yEZ1-MPqy7pPuahJRI3td2lzxh5MH4bNs7NClBCZ9g1Nks9m9AWc9CQSYTpes_ntbXKsbS583LoXoGyv_x7lHLfnBL3dnBWbDyeVnXZRckdtB48t1ddNXHOc9X1kG4hWOKQZcOwjQh84QEVqcb-1oIX5UHdzmCn6FKpRySkHzTmAdbgVFZzeM80TwnVluymiFFqZ04Lb1kASE7gWl7uEPXV390SSkJdlzfmCrvH_ewUQZd-6jvZ1zunDUHTwuDcGyVK8mMaMGsk3TxS9V9ScnJdM9hlNC0KsLeW1qw3sb2kzKX1SfJ-pMP4xc56IbAQwIm-aXij8r9mb7mRKvzAZEAbczazIJo1FS-OxS37cKzqiy9LWCaOd_owLit2BFKzq1vUQNP6-gjgr4jMyk2yjM4iUcFMbqX_0XxmIwGeaiD0Vq6EWJzDXjc51-16IU4YgtlxYnRdIHoFukfyYK7emgoqlZ1sMPfmOVORImd-w', 'width': 4772}]",ChIJrZQFShjvxUcRc3yizOo76vA,ChIJrZQFShjvxUcRc3yizOo76vA,GOOGLE,"['point_of_interest', 'establishment']","De Ruijterplein 4, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JJ8+3Q Haarlem, Netherlands', 'global_code': '9F469JJ8+3Q'}",5.0,1.0,,8819682eddfffff
"{'location': {'lat': 52.3801481, 'lng': 4.6168866}, 'viewport': {'northeast': {'lat': 52.3815150802915, 'lng': 4.618151180291503}, 'southwest': {'lat': 52.3788171197085, 'lng': 4.615453219708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,salon Goudsblom,,ChIJnwszPRbvxUcRAfjzYMzd-Dw,ChIJnwszPRbvxUcRAfjzYMzd-Dw,GOOGLE,"['beauty_salon', 'point_of_interest', 'establishment']","De Ruijterplein 6, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JJ8+3Q Haarlem, Netherlands', 'global_code': '9F469JJ8+3Q'}",4.4,20.0,,8819682eddfffff
"{'location': {'lat': 52.3801083, 'lng': 4.619257999999999}, 'viewport': {'northeast': {'lat': 52.3814901302915, 'lng': 4.620627680291503}, 'southwest': {'lat': 52.3787921697085, 'lng': 4.617929719708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Sportjuwelier.nl,"[{'height': 490, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110858733829083007740"">Theems Media</a>'], 'photo_reference': 'AXQCQNTfZv_ZIFpTx41K4kIPho5HdJe_zlD1us-8t-GWFyuDXUFbPHo16PMHeBR7EU7YBvpn1svzUKw-aqRMEuVVhMsY_MFvkTVjVG6LRtXIM7J96mG02GJxariEMTCeC8MqkGRubIc1__76MeyXqERKuYT-roTtEJ-5yq_velUXY1nS8VO-z4zrVxzs7xA7cb9QrVgtPYEgJp6M92ojjr8Rt7NwOF89zjFX4J9lKWL0KT-B4k34FGz9C7rD0F4FwMLJHflY6GNzH7zP4E1vploMIZ4G5PBQnMBcBwICkPx2BTmflFajddBgDFwqHH32NKaj5zOn8OVBARA', 'width': 610}]",ChIJS9VlgxfvxUcRSTRFRWCfp3U,ChIJS9VlgxfvxUcRSTRFRWCfp3U,GOOGLE,"['store', 'point_of_interest', 'establishment']","Brouwersstraat 120, Haarlem",OPERATIONAL,,"{'compound_code': '9JJ9+2P Haarlem, Netherlands', 'global_code': '9F469JJ9+2P'}",4.7,3.0,,8819682eddfffff
"{'location': {'lat': 52.3818189, 'lng': 4.6210938}, 'viewport': {'northeast': {'lat': 52.3832432802915, 'lng': 4.622480530291503}, 'southwest': {'lat': 52.3805453197085, 'lng': 4.619782569708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Speeltuinvereniging Brouwersplein,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110391561940899545506"">Speeltuinvereniging Brouwersplein</a>'], 'photo_reference': 'AXQCQNTMKMuOTJqO9US96_iGXOd_EZyc7tkmXZG8ZkBHqq0pxO0n2GCZXPlpqhrKU8-nFEbGWG9w7B3BnMCBNHA2O7K6TuSt74DfXGRvur2yab8jDJcRnPpxYwtZqDCzKg7uDnb3eifVsyiGqE6TS_kJWaRHhUmYS5HCDO9iGidHdN9pJk2FL8sDnfO1J60aHHvVXEhodrJ2sMrV5IJ-owNMxIH3ANl_HWt8o4RAacnqqEVRj6fUqtnaxRnxqesq5ITrKUJbwzDpJPw_sHmx-7h1z874jZRNEgYsBbNxWiFPUC-dlsKoWLK3oSTIkDav0WykS19rnJ-bQFk', 'width': 4032}]",ChIJ5XpbLRfvxUcRdojTiGSxxJM,ChIJ5XpbLRfvxUcRdojTiGSxxJM,GOOGLE,"['point_of_interest', 'establishment']","Brouwersplein 45, Haarlem",OPERATIONAL,{'open_now': True},"{'compound_code': '9JJC+PC Haarlem, Netherlands', 'global_code': '9F469JJC+PC'}",4.3,61.0,,8819682eddfffff
"{'location': {'lat': 52.3800518, 'lng': 4.620222200000001}, 'viewport': {'northeast': {'lat': 52.3813607302915, 'lng': 4.621546830291503}, 'southwest': {'lat': 52.37866276970851, 'lng': 4.618848869708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Atmani Music & Art,"[{'height': 1281, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110901880601439325308"">Atmani Music &amp; Art</a>'], 'photo_reference': 'AXQCQNQ0XHlSywJP9-eDqwGL0_2odAw-9w2TFi_PMS8c0r4cpwFBn2vulY7GxetCvH7VhgT3Dy12Y6VaOOCbF-CVxPW9WThM7tZ5mrkxS1my5tPoRyldsEi58oxKPBxZZKk2MAFf7tlHHry0ItOPkCOPc22Ka_plTDHw3p21octoqE3fpvQopA2qovJB4GCyY-QL24BH-W6_znZb2sCpMgFznin9bnXu4eohxO_O-f2BAOJ5SF9bk0ELWh0zdvEgGqlqAn4U13CIqbwm7DqLG5P7DZ7BzTL-SGB39AcsZnL7CWaM9kqVFPZtx41IKr-aXO0I9cDf3305lmk', 'width': 1920}]",ChIJYS73oRfvxUcR-eNynWvo5RU,ChIJYS73oRfvxUcR-eNynWvo5RU,GOOGLE,"['point_of_interest', 'establishment']","Brouwersstraat 105, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JJC+23 Haarlem, Netherlands', 'global_code': '9F469JJC+23'}",5.0,1.0,,8819682eddfffff
"{'location': {'lat': 52.3814257, 'lng': 4.6172818}, 'viewport': {'northeast': {'lat': 52.3827847302915, 'lng': 4.618543630291502}, 'southwest': {'lat': 52.38008676970851, 'lng': 4.615845669708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Matthijs Tuijn,,ChIJTZITxxnvxUcRpM4wCyICiXI,ChIJTZITxxnvxUcRpM4wCyICiXI,GOOGLE,"['point_of_interest', 'school', 'establishment']","Jan van Galenstraat 80, Haarlem",OPERATIONAL,,"{'compound_code': '9JJ8+HW Haarlem, Netherlands', 'global_code': '9F469JJ8+HW'}",,,,8819682eddfffff
"{'location': {'lat': 52.38091970000001, 'lng': 4.616072900000001}, 'viewport': {'northeast': {'lat': 52.3822675802915, 'lng': 4.617500480291503}, 'southwest': {'lat': 52.3795696197085, 'lng': 4.614802519708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tarot Haarlem,,ChIJjVtQrhnvxUcR8sOq0NAvnw8,ChIJjVtQrhnvxUcR8sOq0NAvnw8,GOOGLE,"['point_of_interest', 'health', 'establishment']","Willem Bontekoestraat 24, Haarlem",OPERATIONAL,,"{'compound_code': '9JJ8+9C Haarlem, Netherlands', 'global_code': '9F469JJ8+9C'}",,,,8819682eddfffff
"{'location': {'lat': 52.38150459999999, 'lng': 4.6173715}, 'viewport': {'northeast': {'lat': 52.38287663029149, 'lng': 4.618619080291502}, 'southwest': {'lat': 52.38017866970849, 'lng': 4.615921119708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alex Drenth Timmerbedrijf,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103024676905999135762"">Alex Drenth Timmerbedrijf</a>'], 'photo_reference': 'AXQCQNRleKyCT3ci2WOH4kYSJWAwvCLYKaMDVh6nmk_SxgkO1L0WgD6t5oafTYQCDXL7ycMsAmX_EB2DZ4QLZd7NXwYm4buyoF57NpPjc_jMI8u62Z9WesNf0sfbgr3Q1M8VVvu9z1Kejo2-hej8WN4Stp7BBjFuvl4lQU-CrbJ8oP6zNchlzAW2EopAgpz8wBXIDJJMWnv6ZWDrNoNsliZn3peNgoVWQjuwmQTVnf_UYWeg8UP4irn1aKSOnGqdszWHptY25nuADNlUxoXBjQBO0D3SzNKxoI-fSE13g2sMH05MrStd1rduGBO6J7SOqMQjckSBAFXoYjw', 'width': 3024}]",ChIJSQkrwRnvxUcRaqu8UMPOYTA,ChIJSQkrwRnvxUcRaqu8UMPOYTA,GOOGLE,"['general_contractor', 'point_of_interest', 'establishment']","Werkplaats, Jan van Galenstraat 78, Westergracht 69D, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JJ8+JW Haarlem, Netherlands', 'global_code': '9F469JJ8+JW'}",,,,8819682eddfffff
"{'location': {'lat': 52.38166929999999, 'lng': 4.6174244}, 'viewport': {'northeast': {'lat': 52.38303623029149, 'lng': 4.618691280291502}, 'southwest': {'lat': 52.3803382697085, 'lng': 4.615993319708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Schilders- en Afwerkingsbedrijf Van Buuren,,ChIJfVwMwRnvxUcRNM1VIDM_z00,ChIJfVwMwRnvxUcRNM1VIDM_z00,GOOGLE,"['painter', 'point_of_interest', 'establishment']","Jan van Galenstraat 72, Haarlem",OPERATIONAL,,"{'compound_code': '9JJ8+MX Haarlem, Netherlands', 'global_code': '9F469JJ8+MX'}",5.0,1.0,,8819682eddfffff
"{'location': {'lat': 52.3764271, 'lng': 4.6195832}, 'viewport': {'northeast': {'lat': 52.38843299346715, 'lng': 4.631850046019283}, 'southwest': {'lat': 52.36343183652467, 'lng': 4.606905808701873}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spoorbaan Leiden,,ChIJ01iMIz3vxUcRYw9QU0D1W9w,ChIJ01iMIz3vxUcRYw9QU0D1W9w,GOOGLE,"['sublocality_level_1', 'sublocality', 'political']",Spoorbaan Leiden,,,,,,,8819682eddfffff
